Age,Gender,Height_cm,Weight_kg,BMI,Activity_Level,Diet_Type,Fitness_Goal,BMI_Category,Target_Label
59,Female,151.1,46.0,20.15,high,vegetarian,lose,Normal,lose_Normal
57,Female,152.8,72.4,31.01,high,vegetarian,gain,Obese,gain_Obese
39,Female,156.1,77.7,31.89,high,vegan,maintain,Obese,maintain_Obese
38,Female,165.3,40.5,14.82,low,vegetarian,maintain,Underweight,maintain_Underweight
28,Male,171.5,82.2,27.95,high,non-vegetarian,lose,Overweight,lose_Overweight
20,Male,155.1,76.3,31.72,high,vegan,gain,Obese,gain_Obese
29,Female,156.4,71.5,29.23,medium,non-vegetarian,gain,Overweight,gain_Overweight
50,Female,152.4,43.1,18.56,medium,vegetarian,lose,Normal,lose_Normal
52,Female,161.2,68.1,26.21,high,vegetarian,lose,Overweight,lose_Overweight
27,Male,161.0,52.2,20.14,low,vegan,maintain,Normal,maintain_Normal
29,Female,161.0,74.0,28.55,low,vegetarian,maintain,Overweight,maintain_Overweight
34,Male,164.6,72.7,26.83,medium,non-vegetarian,lose,Overweight,lose_Overweight
52,Female,158.3,87.6,34.96,low,non-vegetarian,lose,Obese,lose_Obese
55,Male,153.2,77.3,32.94,low,non-vegetarian,maintain,Obese,maintain_Obese
54,Male,176.8,77.2,24.7,high,vegan,gain,Normal,gain_Normal
55,Female,163.0,62.1,23.37,medium,vegan,maintain,Normal,maintain_Normal
40,Female,175.4,48.7,15.83,high,non-vegetarian,lose,Underweight,lose_Underweight
33,Male,155.3,64.0,26.54,medium,non-vegetarian,lose,Overweight,lose_Overweight
35,Female,177.4,75.7,24.05,medium,non-vegetarian,lose,Normal,lose_Normal
35,Male,155.3,65.3,27.08,medium,non-vegetarian,gain,Overweight,gain_Overweight
26,Male,158.9,59.4,23.53,high,non-vegetarian,maintain,Normal,maintain_Normal
43,Female,174.8,49.4,16.17,high,vegan,maintain,Underweight,maintain_Underweight
32,Male,181.1,82.4,25.12,medium,vegetarian,maintain,Overweight,maintain_Overweight
58,Male,175.9,63.1,20.39,low,vegetarian,gain,Normal,gain_Normal
31,Female,163.5,48.5,18.14,medium,vegetarian,lose,Underweight,lose_Underweight
36,Female,159.8,77.4,30.31,high,vegetarian,gain,Obese,gain_Obese
38,Male,178.0,53.4,16.85,medium,vegan,lose,Underweight,lose_Underweight
18,Female,161.3,67.7,26.02,medium,non-vegetarian,lose,Overweight,lose_Overweight
40,Male,151.0,78.9,34.6,medium,non-vegetarian,maintain,Obese,maintain_Obese
28,Male,157.8,67.1,26.95,high,non-vegetarian,gain,Overweight,gain_Overweight
46,Male,160.5,58.2,22.59,low,vegetarian,maintain,Normal,maintain_Normal
24,Male,164.9,66.8,24.57,medium,vegan,lose,Normal,lose_Normal
18,Male,161.3,59.1,22.72,high,vegan,gain,Normal,gain_Normal
23,Male,168.2,94.8,33.51,high,non-vegetarian,lose,Obese,lose_Obese
24,Male,166.4,84.9,30.66,medium,vegan,gain,Obese,gain_Obese
40,Male,151.1,72.4,31.71,low,vegan,maintain,Obese,maintain_Obese
27,Male,154.0,47.8,20.16,high,vegan,lose,Normal,lose_Normal
54,Male,157.6,87.9,35.39,low,non-vegetarian,lose,Obese,lose_Obese
41,Female,174.5,73.6,24.17,medium,vegetarian,maintain,Normal,maintain_Normal
58,Female,149.7,67.1,29.94,high,vegan,maintain,Overweight,maintain_Overweight
47,Male,168.0,72.6,25.72,high,vegetarian,maintain,Overweight,maintain_Overweight
22,Male,146.6,56.6,26.34,medium,vegetarian,gain,Overweight,gain_Overweight
42,Female,164.4,78.0,28.86,medium,non-vegetarian,lose,Overweight,lose_Overweight
38,Male,143.0,67.6,33.06,medium,vegan,lose,Obese,lose_Obese
39,Male,166.4,82.7,29.87,medium,vegetarian,gain,Overweight,gain_Overweight
40,Male,171.9,78.7,26.63,high,vegetarian,lose,Overweight,lose_Overweight
47,Male,157.0,41.4,16.8,medium,vegan,gain,Underweight,gain_Underweight
25,Female,161.1,85.0,32.75,high,vegetarian,lose,Obese,lose_Obese
31,Male,178.9,80.7,25.21,medium,vegan,gain,Overweight,gain_Overweight
50,Female,169.3,75.7,26.41,low,non-vegetarian,gain,Overweight,gain_Overweight
18,Male,159.4,68.0,26.76,high,vegetarian,gain,Overweight,gain_Overweight
56,Male,181.7,55.9,16.93,low,vegan,maintain,Underweight,maintain_Underweight
47,Female,181.1,65.2,19.88,high,vegan,lose,Normal,lose_Normal
42,Male,178.3,48.9,15.38,medium,non-vegetarian,lose,Underweight,lose_Underweight
40,Female,170.9,58.9,20.17,high,vegetarian,lose,Normal,lose_Normal
42,Female,150.8,73.3,32.23,high,vegetarian,lose,Obese,lose_Obese
51,Female,175.1,57.3,18.69,medium,non-vegetarian,lose,Normal,lose_Normal
31,Male,150.0,68.6,30.49,low,non-vegetarian,gain,Obese,gain_Obese
44,Male,164.1,78.2,29.04,medium,vegan,lose,Overweight,lose_Overweight
33,Male,174.5,69.1,22.69,low,non-vegetarian,maintain,Normal,maintain_Normal
37,Male,183.6,73.4,21.77,medium,non-vegetarian,gain,Normal,gain_Normal
58,Male,161.5,45.8,17.56,low,non-vegetarian,lose,Underweight,lose_Underweight
23,Male,162.4,65.0,24.65,high,non-vegetarian,maintain,Normal,maintain_Normal
52,Male,174.6,76.9,25.23,high,non-vegetarian,lose,Overweight,lose_Overweight
57,Female,153.2,72.6,30.93,medium,non-vegetarian,gain,Obese,gain_Obese
39,Male,171.7,92.9,31.51,low,vegetarian,lose,Obese,lose_Obese
24,Female,173.9,81.4,26.92,medium,non-vegetarian,lose,Overweight,lose_Overweight
44,Female,165.6,75.8,27.64,low,non-vegetarian,maintain,Overweight,maintain_Overweight
35,Female,177.5,50.0,15.87,medium,non-vegetarian,gain,Underweight,gain_Underweight
31,Male,161.5,58.4,22.39,medium,non-vegetarian,lose,Normal,lose_Normal
27,Female,168.8,88.5,31.06,medium,non-vegetarian,maintain,Obese,maintain_Obese
27,Male,159.0,34.1,13.49,medium,vegan,maintain,Underweight,maintain_Underweight
32,Male,160.9,83.7,32.33,high,non-vegetarian,gain,Obese,gain_Obese
51,Female,170.4,76.4,26.31,medium,vegetarian,maintain,Overweight,maintain_Overweight
56,Female,162.2,50.8,19.31,low,vegetarian,maintain,Normal,maintain_Normal
48,Male,170.2,57.5,19.85,low,non-vegetarian,gain,Normal,gain_Normal
43,Female,186.8,78.6,22.53,high,vegan,gain,Normal,gain_Normal
27,Male,159.2,60.8,23.99,high,vegetarian,gain,Normal,gain_Normal
54,Male,164.1,66.4,24.66,low,vegetarian,lose,Normal,lose_Normal
47,Female,176.2,72.8,23.45,low,vegan,gain,Normal,gain_Normal
33,Female,157.7,98.4,39.57,medium,non-vegetarian,lose,Obese,lose_Obese
51,Female,165.5,81.5,29.76,low,vegetarian,lose,Overweight,lose_Overweight
32,Male,158.9,75.4,29.86,high,vegetarian,gain,Overweight,gain_Overweight
42,Male,168.1,41.7,14.76,high,vegan,maintain,Underweight,maintain_Underweight
23,Female,185.2,89.4,26.06,medium,vegetarian,maintain,Overweight,maintain_Overweight
43,Male,161.0,53.5,20.64,low,vegan,maintain,Normal,maintain_Normal
56,Female,168.5,71.3,25.11,high,vegetarian,maintain,Overweight,maintain_Overweight
36,Male,168.6,72.9,25.65,high,vegan,gain,Overweight,gain_Overweight
41,Male,170.1,91.7,31.69,low,vegetarian,gain,Obese,gain_Obese
47,Male,170.7,54.3,18.64,high,vegan,gain,Normal,gain_Normal
39,Male,178.6,94.6,29.66,low,vegan,maintain,Overweight,maintain_Overweight
42,Female,196.5,53.1,13.75,low,vegetarian,lose,Underweight,lose_Underweight
32,Female,167.4,38.8,13.85,high,non-vegetarian,maintain,Underweight,maintain_Underweight
27,Male,170.5,61.8,21.26,medium,non-vegetarian,lose,Normal,lose_Normal
51,Male,184.2,58.4,17.21,medium,vegan,maintain,Underweight,maintain_Underweight
40,Male,148.1,62.9,28.68,low,vegan,maintain,Overweight,maintain_Overweight
39,Male,145.2,81.3,38.56,high,vegetarian,lose,Obese,lose_Obese
30,Male,144.3,70.4,33.81,high,non-vegetarian,gain,Obese,gain_Obese
58,Female,144.2,65.2,31.36,high,vegan,gain,Obese,gain_Obese
54,Male,181.4,75.4,22.91,medium,non-vegetarian,maintain,Normal,maintain_Normal
59,Male,156.4,69.5,28.41,medium,vegetarian,gain,Overweight,gain_Overweight
59,Female,165.2,77.1,28.25,low,non-vegetarian,lose,Overweight,lose_Overweight
41,Male,151.3,78.9,34.47,low,vegan,lose,Obese,lose_Obese
23,Male,138.0,60.6,31.82,low,vegetarian,lose,Obese,lose_Obese
44,Female,160.1,79.5,31.02,low,vegan,maintain,Obese,maintain_Obese
41,Female,165.2,48.9,17.92,low,non-vegetarian,gain,Underweight,gain_Underweight
40,Female,155.2,73.0,30.31,high,vegetarian,lose,Obese,lose_Obese
45,Male,164.2,61.3,22.74,low,vegan,lose,Normal,lose_Normal
19,Female,160.2,80.4,31.33,low,vegan,lose,Obese,lose_Obese
41,Male,159.8,68.7,26.9,high,non-vegetarian,gain,Overweight,gain_Overweight
23,Male,186.7,48.6,13.94,high,vegetarian,lose,Underweight,lose_Underweight
35,Male,146.5,81.8,38.11,low,non-vegetarian,gain,Obese,gain_Obese
58,Female,158.2,65.2,26.05,high,vegetarian,lose,Overweight,lose_Overweight
33,Female,157.2,66.1,26.75,low,vegan,lose,Overweight,lose_Overweight
43,Male,181.0,82.0,25.03,medium,vegan,maintain,Overweight,maintain_Overweight
29,Male,173.6,48.8,16.19,medium,non-vegetarian,lose,Underweight,lose_Underweight
25,Male,153.5,27.4,11.63,medium,vegetarian,lose,Underweight,lose_Underweight
53,Male,156.9,84.4,34.28,high,non-vegetarian,lose,Obese,lose_Obese
50,Male,170.2,66.7,23.03,high,non-vegetarian,maintain,Normal,maintain_Normal
45,Male,164.8,59.7,21.98,low,vegan,gain,Normal,gain_Normal
49,Female,167.0,81.5,29.22,high,non-vegetarian,lose,Overweight,lose_Overweight
31,Male,148.8,74.5,33.65,medium,vegan,lose,Obese,lose_Obese
50,Female,174.3,63.8,21.0,low,vegan,lose,Normal,lose_Normal
43,Male,172.0,112.2,37.93,low,vegetarian,lose,Obese,lose_Obese
20,Female,164.0,75.9,28.22,medium,vegetarian,maintain,Overweight,maintain_Overweight
29,Male,157.6,72.7,29.27,high,vegetarian,gain,Overweight,gain_Overweight
44,Male,169.6,72.9,25.34,medium,vegan,maintain,Overweight,maintain_Overweight
45,Male,154.8,73.1,30.51,medium,vegetarian,maintain,Obese,maintain_Obese
52,Female,179.6,76.7,23.78,low,vegetarian,maintain,Normal,maintain_Normal
37,Male,174.6,66.4,21.78,high,vegetarian,lose,Normal,lose_Normal
41,Male,172.5,74.2,24.94,medium,vegetarian,maintain,Normal,maintain_Normal
50,Female,155.5,74.8,30.93,medium,vegan,maintain,Obese,maintain_Obese
25,Female,155.1,60.5,25.15,high,vegetarian,lose,Overweight,lose_Overweight
54,Female,166.9,74.5,26.75,high,non-vegetarian,maintain,Overweight,maintain_Overweight
32,Male,153.1,85.8,36.6,high,vegetarian,maintain,Obese,maintain_Obese
49,Female,170.7,59.4,20.39,low,vegetarian,lose,Normal,lose_Normal
29,Male,149.6,67.8,30.29,low,non-vegetarian,maintain,Obese,maintain_Obese
58,Male,160.5,71.7,27.83,low,non-vegetarian,lose,Overweight,lose_Overweight
19,Male,161.4,39.9,15.32,high,vegan,lose,Underweight,lose_Underweight
50,Female,161.1,65.4,25.2,high,vegan,gain,Overweight,gain_Overweight
28,Female,171.3,59.5,20.28,low,vegan,lose,Normal,lose_Normal
29,Female,181.8,41.3,12.5,medium,vegetarian,gain,Underweight,gain_Underweight
45,Male,178.1,66.6,21.0,high,vegan,lose,Normal,lose_Normal
24,Female,173.6,71.2,23.63,medium,vegetarian,lose,Normal,lose_Normal
41,Male,176.4,64.2,20.63,medium,non-vegetarian,gain,Normal,gain_Normal
47,Male,154.0,91.3,38.5,medium,non-vegetarian,gain,Obese,gain_Obese
28,Male,163.9,73.3,27.29,high,vegetarian,gain,Overweight,gain_Overweight
29,Female,177.3,54.5,17.34,low,non-vegetarian,maintain,Underweight,maintain_Underweight
41,Male,171.0,61.2,20.93,high,non-vegetarian,gain,Normal,gain_Normal
30,Male,163.7,71.1,26.53,high,non-vegetarian,gain,Overweight,gain_Overweight
37,Male,150.0,58.3,25.91,medium,vegan,maintain,Overweight,maintain_Overweight
24,Male,178.5,83.3,26.14,high,vegetarian,gain,Overweight,gain_Overweight
47,Female,164.4,73.6,27.23,medium,vegetarian,maintain,Overweight,maintain_Overweight
43,Male,162.1,90.3,34.37,high,non-vegetarian,lose,Obese,lose_Obese
18,Male,163.0,73.5,27.66,high,non-vegetarian,lose,Overweight,lose_Overweight
21,Female,176.5,58.3,18.71,medium,non-vegetarian,maintain,Normal,maintain_Normal
37,Female,180.6,47.0,14.41,medium,vegan,gain,Underweight,gain_Underweight
47,Female,181.3,64.4,19.59,medium,vegan,maintain,Normal,maintain_Normal
26,Female,162.6,41.6,15.73,high,vegetarian,gain,Underweight,gain_Underweight
30,Female,160.5,54.4,21.12,high,vegan,maintain,Normal,maintain_Normal
51,Female,158.9,67.9,26.89,high,non-vegetarian,lose,Overweight,lose_Overweight
59,Male,174.6,73.1,23.98,low,non-vegetarian,maintain,Normal,maintain_Normal
50,Male,168.1,53.6,18.97,medium,vegetarian,lose,Normal,lose_Normal
30,Male,156.2,97.0,39.76,low,vegan,maintain,Obese,maintain_Obese
43,Male,157.6,94.8,38.17,high,vegan,maintain,Obese,maintain_Obese
53,Male,162.6,70.0,26.48,low,non-vegetarian,maintain,Overweight,maintain_Overweight
20,Female,175.7,89.1,28.86,medium,non-vegetarian,gain,Overweight,gain_Overweight
56,Male,163.9,64.2,23.9,low,non-vegetarian,maintain,Normal,maintain_Normal
31,Male,164.4,75.1,27.79,low,vegetarian,lose,Overweight,lose_Overweight
43,Female,173.9,70.1,23.18,medium,non-vegetarian,lose,Normal,lose_Normal
34,Female,171.2,94.6,32.28,medium,vegan,lose,Obese,lose_Obese
23,Male,168.8,74.7,26.22,low,vegan,gain,Overweight,gain_Overweight
21,Male,149.8,30.5,13.59,low,vegan,gain,Underweight,gain_Underweight
22,Male,168.9,68.6,24.05,high,vegan,maintain,Normal,maintain_Normal
49,Male,159.9,73.7,28.83,low,vegan,maintain,Overweight,maintain_Overweight
45,Female,164.4,86.9,32.15,low,vegetarian,maintain,Obese,maintain_Obese
37,Male,165.9,58.8,21.36,medium,non-vegetarian,maintain,Normal,maintain_Normal
42,Female,174.9,66.7,21.8,medium,non-vegetarian,maintain,Normal,maintain_Normal
42,Female,170.3,62.8,21.65,medium,vegan,lose,Normal,lose_Normal
36,Male,158.5,71.3,28.38,low,vegan,gain,Overweight,gain_Overweight
42,Female,165.1,77.2,28.32,low,vegan,maintain,Overweight,maintain_Overweight
28,Male,162.3,42.5,16.13,high,vegetarian,lose,Underweight,lose_Underweight
27,Female,160.7,81.9,31.71,high,vegan,lose,Obese,lose_Obese
40,Female,162.0,66.3,25.26,low,vegan,maintain,Overweight,maintain_Overweight
33,Male,174.9,59.3,19.39,low,vegan,lose,Normal,lose_Normal
24,Female,149.6,67.6,30.21,high,vegetarian,maintain,Obese,maintain_Obese
33,Female,160.2,55.5,21.63,medium,vegetarian,maintain,Normal,maintain_Normal
45,Female,163.2,77.4,29.06,high,vegetarian,gain,Overweight,gain_Overweight
56,Male,164.9,74.6,27.43,medium,vegetarian,maintain,Overweight,maintain_Overweight
28,Male,183.1,64.9,19.36,medium,vegan,maintain,Normal,maintain_Normal
43,Male,167.8,62.4,22.16,high,vegetarian,gain,Normal,gain_Normal
31,Male,156.5,61.2,24.99,low,non-vegetarian,maintain,Normal,maintain_Normal
47,Female,160.2,75.4,29.38,medium,non-vegetarian,lose,Overweight,lose_Overweight
38,Female,188.5,59.3,16.69,low,non-vegetarian,maintain,Underweight,maintain_Underweight
35,Male,160.8,69.1,26.72,low,vegetarian,lose,Overweight,lose_Overweight
54,Female,169.0,74.0,25.91,low,non-vegetarian,gain,Overweight,gain_Overweight
24,Male,177.8,33.6,10.63,low,non-vegetarian,lose,Underweight,lose_Underweight
26,Female,141.1,62.6,31.44,medium,vegan,gain,Obese,gain_Obese
58,Male,176.0,46.5,15.01,high,non-vegetarian,gain,Underweight,gain_Underweight
40,Female,134.9,78.6,43.19,low,non-vegetarian,maintain,Obese,maintain_Obese
57,Female,167.4,53.6,19.13,medium,vegetarian,maintain,Normal,maintain_Normal
36,Female,155.1,55.5,23.07,high,vegan,lose,Normal,lose_Normal
42,Male,166.1,60.6,21.97,high,vegan,maintain,Normal,maintain_Normal
58,Female,169.9,27.2,9.42,low,non-vegetarian,maintain,Underweight,maintain_Underweight
29,Male,156.4,53.1,21.71,medium,vegan,gain,Normal,gain_Normal
42,Female,162.4,61.9,23.47,high,non-vegetarian,maintain,Normal,maintain_Normal
53,Female,173.0,42.1,14.07,high,vegetarian,maintain,Underweight,maintain_Underweight
52,Male,165.5,78.4,28.62,medium,non-vegetarian,maintain,Overweight,maintain_Overweight
28,Male,183.6,62.8,18.63,low,non-vegetarian,gain,Normal,gain_Normal
41,Female,168.2,42.9,15.16,low,vegetarian,lose,Underweight,lose_Underweight
36,Male,141.1,82.7,41.54,medium,vegan,maintain,Obese,maintain_Obese
28,Female,164.9,87.7,32.25,low,vegetarian,lose,Obese,lose_Obese
54,Female,151.3,77.8,33.99,low,non-vegetarian,lose,Obese,lose_Obese
38,Male,183.7,76.3,22.61,high,vegetarian,gain,Normal,gain_Normal
56,Female,167.8,70.1,24.9,high,vegan,lose,Normal,lose_Normal
20,Male,149.3,90.3,40.51,low,non-vegetarian,maintain,Obese,maintain_Obese
31,Female,158.9,77.6,30.73,medium,vegan,gain,Obese,gain_Obese
39,Female,149.4,52.3,23.43,low,non-vegetarian,maintain,Normal,maintain_Normal
50,Male,179.4,64.8,20.13,high,non-vegetarian,maintain,Normal,maintain_Normal
38,Female,179.5,68.8,21.35,low,vegan,gain,Normal,gain_Normal
27,Male,146.6,83.4,38.81,high,non-vegetarian,lose,Obese,lose_Obese
25,Female,159.1,80.5,31.8,medium,non-vegetarian,maintain,Obese,maintain_Obese
22,Female,165.3,46.9,17.16,high,vegan,lose,Underweight,lose_Underweight
56,Male,166.6,102.9,37.07,medium,non-vegetarian,gain,Obese,gain_Obese
57,Male,169.9,69.1,23.94,high,vegetarian,maintain,Normal,maintain_Normal
49,Male,175.8,73.2,23.68,medium,vegan,lose,Normal,lose_Normal
37,Female,167.1,53.6,19.2,low,vegan,gain,Normal,gain_Normal
24,Female,167.3,85.5,30.55,medium,vegetarian,gain,Obese,gain_Obese
19,Female,156.6,91.4,37.27,low,non-vegetarian,gain,Obese,gain_Obese
44,Male,164.1,56.7,21.06,low,vegetarian,gain,Normal,gain_Normal
55,Male,175.0,65.7,21.45,medium,non-vegetarian,gain,Normal,gain_Normal
26,Female,172.6,65.6,22.02,low,non-vegetarian,maintain,Normal,maintain_Normal
36,Female,164.4,77.4,28.64,high,non-vegetarian,maintain,Overweight,maintain_Overweight
33,Male,167.9,40.1,14.22,medium,vegan,lose,Underweight,lose_Underweight
35,Male,153.8,83.9,35.47,high,non-vegetarian,gain,Obese,gain_Obese
31,Female,163.7,62.1,23.17,high,vegetarian,gain,Normal,gain_Normal
36,Male,151.4,53.8,23.47,high,vegetarian,lose,Normal,lose_Normal
58,Female,144.8,68.5,32.67,high,non-vegetarian,gain,Obese,gain_Obese
25,Female,159.0,55.5,21.95,low,vegan,lose,Normal,lose_Normal
36,Male,164.3,75.5,27.97,low,vegan,lose,Overweight,lose_Overweight
26,Male,185.9,47.3,13.69,high,vegan,maintain,Underweight,maintain_Underweight
49,Female,176.6,84.6,27.13,high,non-vegetarian,gain,Overweight,gain_Overweight
53,Male,157.2,73.0,29.54,low,vegetarian,maintain,Overweight,maintain_Overweight
54,Female,160.4,72.8,28.3,low,vegetarian,maintain,Overweight,maintain_Overweight
25,Female,180.1,79.1,24.39,high,vegan,gain,Normal,gain_Normal
46,Female,170.1,63.5,21.95,medium,non-vegetarian,maintain,Normal,maintain_Normal
19,Male,150.2,66.9,29.65,medium,vegetarian,gain,Overweight,gain_Overweight
45,Female,177.1,47.1,15.02,medium,vegetarian,gain,Underweight,gain_Underweight
33,Female,154.4,71.9,30.16,high,vegan,lose,Obese,lose_Obese
53,Female,155.2,58.1,24.12,high,vegetarian,lose,Normal,lose_Normal
53,Male,160.8,49.5,19.14,low,non-vegetarian,lose,Normal,lose_Normal
36,Male,155.3,80.6,33.42,high,non-vegetarian,maintain,Obese,maintain_Obese
22,Female,151.9,46.0,19.94,medium,non-vegetarian,lose,Normal,lose_Normal
34,Female,158.7,81.0,32.16,low,vegan,maintain,Obese,maintain_Obese
30,Male,163.0,63.0,23.71,high,vegetarian,maintain,Normal,maintain_Normal
58,Female,165.4,43.8,16.01,low,non-vegetarian,gain,Underweight,gain_Underweight
20,Female,169.9,75.8,26.26,high,non-vegetarian,lose,Overweight,lose_Overweight
40,Female,160.9,85.1,32.87,medium,vegan,lose,Obese,lose_Obese
51,Female,153.7,86.9,36.79,low,vegetarian,lose,Obese,lose_Obese
20,Male,166.5,65.0,23.45,medium,non-vegetarian,maintain,Normal,maintain_Normal
42,Male,164.8,68.4,25.18,low,vegetarian,gain,Overweight,gain_Overweight
25,Female,177.2,53.8,17.13,low,vegan,gain,Underweight,gain_Underweight
58,Female,157.4,85.5,34.51,high,non-vegetarian,gain,Obese,gain_Obese
20,Female,159.0,83.5,33.03,low,vegetarian,lose,Obese,lose_Obese
37,Female,182.0,64.0,19.32,low,non-vegetarian,lose,Normal,lose_Normal
56,Female,171.8,52.7,17.86,low,vegan,lose,Underweight,lose_Underweight
52,Male,172.5,73.0,24.53,low,non-vegetarian,gain,Normal,gain_Normal
26,Male,169.7,60.3,20.94,medium,vegan,maintain,Normal,maintain_Normal
45,Female,148.4,77.5,35.19,high,vegan,gain,Obese,gain_Obese
58,Female,144.4,65.2,31.27,high,vegan,lose,Obese,lose_Obese
31,Male,174.4,72.9,23.97,high,non-vegetarian,lose,Normal,lose_Normal
34,Male,184.5,85.4,25.09,low,non-vegetarian,maintain,Overweight,maintain_Overweight
38,Male,158.5,70.4,28.02,high,vegetarian,maintain,Overweight,maintain_Overweight
30,Male,164.5,46.3,17.11,medium,vegetarian,lose,Underweight,lose_Underweight
31,Female,155.6,61.6,25.44,medium,vegetarian,maintain,Overweight,maintain_Overweight
27,Male,144.6,70.7,33.81,high,non-vegetarian,lose,Obese,lose_Obese
52,Male,162.5,44.9,17.0,low,non-vegetarian,lose,Underweight,lose_Underweight
51,Male,169.0,80.7,28.26,high,vegan,lose,Overweight,lose_Overweight
33,Male,167.3,65.1,23.26,low,vegetarian,gain,Normal,gain_Normal
44,Male,170.9,80.2,27.46,medium,non-vegetarian,maintain,Overweight,maintain_Overweight
23,Male,168.1,57.6,20.38,high,vegan,maintain,Normal,maintain_Normal
38,Female,167.8,87.9,31.22,high,vegan,gain,Obese,gain_Obese
42,Female,159.0,101.5,40.15,high,vegan,lose,Obese,lose_Obese
31,Male,159.7,70.5,27.64,high,vegan,lose,Overweight,lose_Overweight
34,Male,158.3,73.3,29.25,high,vegan,gain,Overweight,gain_Overweight
34,Male,147.6,61.8,28.37,high,vegetarian,maintain,Overweight,maintain_Overweight
